job_title,company,location,link,description
"Manager, Sales Development",Plaid,Raleigh-Durham,https://jobs.lever.co/plaid/ef2d4ff2-d8fd-48ad-8c48-99a48da8da6f,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


We are the engine of revenue growth at Plaid.  We generate sales pipeline for the business and develop the company’s future sales talent.  The New Business Lead will oversee a team of 3-8 new business representatives, managing them to hit their quota.  You will also lead team performance to deliver business needs, partnering with Marketing and Sales leadership to ensure we generate pipe to the appropriate level and quality to hit business targets.  This includes creating plans, understanding drivers of performance and executing to targets. 

The New Business Lead will recruit, build, and nurture a high performance team: Identify strong sales talent, onboard them, and coach them to develop professionally.  You will build a world-class sales development function: Identify and lead initiatives to up-level Plaid’s pipe generation motions  This will include keeping up-to-date on sales development best practices, partnering with cross-functional leaders, and seeing the initiative from start through to successful implementation.
"
Marketing Strategy and Operations Analyst,Plaid,San Francisco,https://jobs.lever.co/plaid/b5311b97-bc98-4219-a3c9-efcd994243d0,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Our team builds the foundation that empowers Plaid’s new business and marketing functions to operate efficiently, scale strategically, and align with the company’s broader goals. We drive operational excellence while supporting the creation and execution of impactful top of funnel strategies that resonate with our target audiences. We focus on supporting marketing and the new business teams in delivering strategies that drive sustainable growth and foster long-term success. We are committed to building a strong, operationally excellent growth engine that supports Plaid’s customer acquisition and expansion.

As a GTM Operations Analyst, you will drive decision-making across Marketing and New Business teams by leading strategic analysis, performance measurement, and forecasting initiatives. You will serve as a trusted partner to leadership, delivering insights that shape investment, planning, and optimization decisions across channels. You bring deep expertise in full-funnel performance and efficiency metrics, combining analytical rigor with business intuition to translate raw data into strategic insight. This is a dynamic, problem-solving role focused on continuously improving analytics and processes, evolving how performance is measured to meet the changing needs of a growing business.
"
Motion Designer,Plaid,San Francisco,https://jobs.lever.co/plaid/e0480846-7be1-40b4-a215-d4889da1978b,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


We are the Brand Studio team within Plaid’s product organization. We partner across Product, Brand, and Marketing to support Plaid’s mission of building financial tools that make it easier for people and businesses to interact with their finances. We create live action videos, motion systems, animations, and assets that help communicate clarity, trust, and personality—whether someone is interacting with our products, encountering our brand, or engaging with our marketing. We believe video should be purposeful, scalable, and grounded in strong design fundamentals.

As a Motion Designer at Plaid, you will create high-quality motion work across product, brand, and marketing surfaces. You’ll collaborate closely with designers, marketers, and engineers to translate ideas and static designs into clear, engaging motion. You’ll balance craft with production efficiency, contributing motion that feels thoughtful, cohesive, and practical to implement. This role is ideal for someone who is motion-first and enjoys collaboration across teams.
"
Named Account Executive - Credit,Plaid,United States,https://jobs.lever.co/plaid/5bd42805-f6a2-4346-ae89-da30bb427e01,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The Credit team at Plaid combines deep product and industry knowledge and is focused on helping both upcoming and well-established lenders take their growth to the next level. Our thesis is that every lender can benefit from leveraging a bespoke Plaid solution, focused on helping them achieve their unique goals and objectives, including approving more borrowers and reducing overall portfolio risk through Plaid’s innovative credit solutions. In this role, you'll be the individual helping us achieve this vision. 

Your focus will be on engaging a curated list of lenders that don't currently work with Plaid, identifying opportunities to partner, and owning the end-to-end sales process. Additionally, you’ll be working with Plaid's existing lending customers, deeply understanding their business, and aligning our solutions to help them achieve both near and long-term goals. This role will work across all segments at Plaid to partner with the segment Account Executives to accomplish these goals. 
"
Named Account Executive - Fraud,Plaid,United States,https://jobs.lever.co/plaid/22514543-cc83-4ba9-82a6-aeece27dd167,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The Product Sales team at Plaid is a specialist, solutions-focused sales organization responsible for driving adoption and growth of Plaid’s emerging products across both new and existing customers. This team plays a critical role in scaling products, translating customer needs into commercial opportunities, and accelerating Plaid’s next phase of growth through consultative, value-driven selling.

In this role, you will own the full sales cycle for Plaid’s Fraud solutions, driving new business and expansion within existing customers. You will act as a subject matter expert across fraud, risk, and identity verification, partnering closely with Account Management, Product, and Go-To-Market teams to identify high-impact use cases and deliver measurable customer value. This role is ideal for a self-starting seller who operates with ownership, thinks ahead, anticipates risk, and takes proactive action, while embracing a collaborative, win-as-a-team approach with fellow sellers and cross-functional partners.
"
New Business Associate - Inbound,Plaid,San Francisco,https://jobs.lever.co/plaid/177857f0-5455-4af7-ae04-1bedb3a1bc27,"At Plaid, our mission is to unlock financial freedom for everyone.  There has never been a better time than now to start building the future of fintech with us. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, and Betterment, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam. #LI-Hybrid

Our sales team at Plaid combines deep product and industry knowledge and is focused on bringing Plaid to an ever-broadening set of businesses. Our thesis is that every company in financial services can benefit from better financial technology, and that many industries that don't currently consider themselves to be FinTech actually are.

You'll be the one helping us achieve this vision. As a New Business Associate, you'll manage inbound leads and be the first point of contact for most new companies we work with. You'll handle the entire opportunity qualification cycle and work closely with marketing, sales, and business operations to drive successful progress towards our revenue acquisition goals. The ideal candidate is customer centric, goal-oriented, a collaborative team player, and excited to work in a fast-paced environment. 
"
Onboarding Program Specialist,Plaid,San Francisco,https://jobs.lever.co/plaid/62c7837c-f2a0-4f77-b03d-c3a4e4ac48cc,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The Workplace Experience (WPE) team is responsible for shaping the employee experience at Plaid, ensuring that our workspaces, events, and cultural touchpoints drive connection, collaboration, productivity and engagement. 

Within WPE, the Events & Experiences team brings Plaid’s culture to life by designing and executing programs that foster belonging and engagement across both in-office and distributed environments. This team curates a wide range of experiences—from flagship company-wide gatherings to in-office celebrations, DEIB initiatives, virtual events, and milestone moments.  By intentionally designing touchpoints across the employee lifecycle, the team reinforces Plaid’s values and helps build a workplace where employees everywhere feel included, supported, and inspired.

We’re looking for an Onboarding Program Specialist to join our Events and Experiences team in San Francisco. In this role, you’ll be the face of Plaid for all new hires, leading our in-person onboarding program and delivering a best-in-class introduction to our culture, values, and ways of working.

Beyond onboarding, you’ll shape the employee experience by managing swag and recognition programs, supporting milestone celebrations, and assisting with events across onsite, offsite, and virtual environments. Partnering closely with People, WPE, DEIB, and Communications teams, you’ll create inclusive, memorable experiences that ensure Plaids feel valued, connected, and excited to show up.
"
"Product Designer, Fraud & Risk",Plaid,New York,https://jobs.lever.co/plaid/66eb7ff7-6227-45f8-a602-77fe637eec94,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The design team at Plaid is made up of product designers, researchers, and content designers who partner closely with cross-functional teams to shape and deliver Plaid’s products. 

Within the Fraud & Risk org, the Dashboard team owns Plaid’s Dashboard, a key surface area for customers and data partners. The Dashboard provides essential tools for launching with Plaid, monitoring integrations, and managing accounts, and it also serves as the home for emerging insights products across payments and risk assessment. 

We’re looking for a Product Designer to join the Fraud & Risk team, focused on the Dashboard. In this role, you’ll work closely with cross-functional partners to design and ship high-quality product experiences in the Dashboard for customers. You’ll help evolve and create new experiences across our fraud prevention products, setting a high bar for visual and interaction design quality.

"
Product Lead - Account Verification,Plaid,New York,https://jobs.lever.co/plaid/8a10da34-daad-4ebe-bcfb-4485089a0538,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid’s Account Verification team builds the foundation of trust for open finance. We help fintechs and financial institutions connect and verify bank accounts securely so that money can move safely and instantly. Account Verification is the entry point for all of Plaid’s payment-focused consumer experiences and is a critical building block for our customers. The team obsesses over creating seamless verification journeys that balance speed, reliability, and security, enabling consumers to confidently connect to the financial ecosystem.

As the Product Lead for Account Verification, you will own one of Plaid’s most critical product areas. You'll lead the evolution of our verification platform across Auth, Balance, and Identity Match, shaping how users connect their financial accounts with confidence. Partnering with engineering, design, and go-to-market, you will expand Plaid’s verification methods across open banking, ML, and traditional systems while ensuring Plaid remains the industry’s most trusted and flexible provider.

This role is ideal for a high-ownership builder who thrives in ambiguity and moves fast. You will set vision and strategy, drive execution across a cross-functional team, and define how Plaid leads in a rapidly evolving, AI-driven verification landscape. If you’re energized by building systems that power millions of financial connections and enjoy balancing customer empathy with bold product strategy, this is your opportunity to lead at scale.
"
Product Lead - Growth,Plaid,San Francisco,https://jobs.lever.co/plaid/b87c595b-b231-4a86-bffa-450e3f9dc335,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The Customer Growth & Experience (CGX) team owns the full customer lifecycle - from the moment a customer lands on plaid.com to their journey across onboarding, activation, adoption, and long-term success. Within CGX, the Growth team drives Plaid’s multi-channel growth strategy across self-serve, SMB, enterprise, and partnership motions. We focus on optimizing every step of the funnel, building scalable growth systems, and ensuring Plaid is enterprise-ready from day one. We also own the foundational systems that power customer onboarding, compliance, risk evaluation, and lifecycle state management—critical infrastructure that ensures Plaid can scale reliably and safely.

As Product Lead - Growth, you will oversee one of Plaid’s highest-breadth portfolios. You’ll lead PMs across Growth, Web, and Customer Foundations, setting strategy for funnel optimization, down-market acquisition, enterprise enablement, and the customer lifecycle model. You will partner deeply with Engineering, Design, BI/DS, Marketing, Sales, and Partnerships to shape growth motions across all GTM channels. You will also support key enterprise and partnership deals, identifying product opportunities and clarifying deal mechanics. This role is ideal for a seasoned B2B growth leader who is highly data-oriented, and energized by solving complex problems across multiple surfaces with the mission of driving efficient growth. 
"
Product Lead - Money Movement,Plaid,New York,https://jobs.lever.co/plaid/f49c8a79-0281-420d-aff6-856a66f932d0,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid’s Transfer team is building the infrastructure that powers how money moves in the modern economy. We enable fintechs and enterprises to move funds instantly, securely, and at scale,  whether paying in, paying out, or managing recurring flows. The team sits at the center of Plaid’s payments ecosystem, operating across ACH, RTP, FedNow, and beyond to make bank payments as intuitive and dependable as cards. We’re shaping the future of real-time payments in the U.S. and moving Billions of dollars in the process.

As the Product Lead for Transfer, you’ll own how real-time money movement works across the Plaid network and the broader financial ecosystem. You’ll guide the roadmap for our payments platform and oversee the systems, operations, and partnerships that keep money moving safely and reliably every day. This role combines deep product and operational leadership, defining how Plaid scales its payments capabilities across ACH, RTP, FedNow, Wires, and Request for Payment (RfP).

You’ll work cross-functionally with engineering, operations, risk, and go-to-market to build the most trusted and resilient payments platform in the market. You’ll drive the evolution of Plaid’s real-time payments operations, ensuring world-class reliability, compliance, and customer success. If you’re motivated by building systems that redefine how money moves—at scale, in real time, and with impact—this is your opportunity to lead one of the most important transformations in modern finance.
"
Product Manager,Plaid,San Francisco,https://jobs.lever.co/plaid/9c7b4342-de57-4a74-8ada-9741a07c7b5f,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid’s Product team builds the network that powers open finance. We unlock financial freedom by enabling innovation, reliability, and customer success. Our PMs are curious, fast-moving, and customer-obsessed, making intuitive, reliable experiences that help people thrive financially.

As a Product Manager at Plaid, you’ll define and drive products that help millions connect, move, and manage their money. You’ll partner with engineering, design, and go-to-market teams to translate customer needs into impactful, high-quality products.

This role suits someone early in their PM career who loves to learn, collaborate, and build meaningful solutions that improve financial lives.
"
Product Manager - Financial Management,Plaid,New York,https://jobs.lever.co/plaid/5274736a-336f-47c2-92db-315d8f880b30,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


The Financial Management team builds the APIs that power some of the most influential digital finance experiences today: from budgeting apps to the financial management tools offered by banks and wealth platforms. Our mission is to unlock financial freedom for everyone by helping consumers and businesses better understand and manage their money.

We do this through advanced data aggregation and machine learning systems that turn consumer-permissioned financial data into actionable insights. These products enable developers, banks, and fintechs to build intuitive financial tools that help millions of people achieve their financial goals.

Plaid’s Financial Management products include Transactions, Investments, and Liabilities, which sit at the heart of the open banking ecosystem. As the Product Manager for this area, you’ll identify and deliver new opportunities to make these products even more valuable to our customers and partners. You’ll work closely with customers to uncover emerging use cases, quantify their potential, and partner with engineering to bring those ideas to life.

Product Managers at Plaid own the end-to-end problem spaces they’re solving. In this role, you’ll define product direction, drive new capabilities into our core offerings, and ensure strategic alignment from architecture to operations to go-to-market. The ideal candidate has led technical, API-based B2B products, communicates complex concepts with clarity, and makes bold, informed decisions in ambiguous environments.
"
Product Manager - Fraud,Plaid,San Francisco,https://jobs.lever.co/plaid/b66c4123-386a-46c0-93ef-842b92a48a48,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid’s Product team builds the network that powers the future of financial services. Our mission is to unlock financial freedom for everyone through open finance. Product Managers at Plaid are curious, customer-obsessed, and move fast to deliver value. They take ownership, sweat the details, and make sound decisions with imperfect information.

As a PM on our Fraud team, you’ll build trusted systems that detect and prevent fraud across our network. You’ll protect users and customers from bad actors while helping good users onboard with confidence. Partnering with engineering, data science, and go-to-market, you’ll define problems, ship scalable solutions, and make Plaid’s platform safer and more resilient.

This role is for an early-career PM who wants to learn fast, build impactful products, and collaborate across teams to protect the financial ecosystem.
"
Product Marketing Manager - Payments,Plaid,San Francisco,https://jobs.lever.co/plaid/1d3a494a-ca7d-4b25-afc5-dc32ce1fc50d,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


At Plaid, Product Marketing plays a pivotal role across the entire product lifecycle—from shaping product strategies and defining target audiences, to ensuring successful product launches and market adoption. We collaborate closely with Product, Sales, and Marketing teams, driving go-to-market strategies from pipeline develop and acceleration to creating compelling narratives, influencing product direction based on customer feedback and driving marketing execution. 

As a Product Marketing Manager for Payments, you’ll help bring Plaid’s vision for bank payments to life: making us the method of choice for Billers, Fintechs, and Financial Institutions. Our mission is to harness Plaid’s network—spanning coverage, intelligence, and conversion—to deliver seamless, secure, and intelligent payment experiences. This role is central to accelerating adoption, scaling product impact, and redefining how money moves across the financial ecosystem. You will own go-to-market strategy and product marketing for new and existing products, from early product–market fit validation through scaled acquisition and partner closely with Product, Sales, Growth, and Data to assess market opportunities, define ideal customer profiles, and drive adoption in priority verticals.


"
Product Recruiter,Plaid,San Francisco,https://jobs.lever.co/plaid/909fe097-a480-49c4-bb44-430757bd3019,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Our Technical Recruiting team builds the teams that build Plaid. We partner with leaders across Engineering, Product, Design, Data, and Security to deliver thoughtful, candidate-first processes and continually raise the bar for how we scale. Product is at the heart of how Plaid builds and scales. The Product recruiter ensures we bring in exceptional PM talent that drives the next generation of Plaid’s products and platform experiences. This role is critical to our success. In this role, you’ll deepen your expertise in stakeholder influence, closing strategy, and programmatic recruiting for high-impact product roles. Over time, you’ll have opportunities to shape how Plaid recruits product talent at scale, lead strategic hiring initiatives, and mentor other recruiters.
"
Product Strategic Finance,Plaid,New York,https://jobs.lever.co/plaid/2a14577f-08ca-496f-ab14-c615e484a0a8,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid’s Strategic Finance team plays a critical role in shaping our long-term business strategy and execution.  We support Plaid in achieving its short-term and long-term strategic goals and help inform, articulate, and shape Plaid’s growth trajectory.  As a Strategic Finance Associate, you will drive initiatives including P&L forecasting, designing analytical and financial frameworks to optimize decision-making, and providing our management team, Board, and employees with insights about our performance.  You are highly analytical and strategic, and can seamlessly navigate between complex details and the big picture.
"
Sales Development Representative,Plaid,San Francisco,https://jobs.lever.co/plaid/e852b15b-b38f-45a6-9a81-af9c4b758b5f,"At Plaid, our mission is to unlock financial freedom for everyone.  There has never been a better time than now to start building the future of fintech with us. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, and Betterment, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam. #LI-Hybrid

Our New Business team at Plaid combines deep product and industry knowledge and is focused on bringing Plaid to an ever-broadening set of businesses. Our thesis is that every company in financial services can benefit from better financial technology, and that many industries that don't currently consider themselves to be a fintech actually are. 

You'll be the one helping us achieve this vision. As a New Business Representative, you'll forge the path to finding new clients and prospect new customers for us to target. We are looking for extraordinary sales professionals with SaaS/tech and/or outbounding selling experience, who can demonstrate the added value of Plaid and what impact it can have on FinTech and non-FinTech alike. In this role you will be responsible for organizational mapping, prospecting individuals, driving engagement, setting opportunities for AEs, taking qualification calls, and nurturing early opportunities. The ideal candidate is customer centric, resilient, challenges the status quo, and has an interest in advancing their career in tech sales.
"
Sales Development Representative,Plaid,New York,https://jobs.lever.co/plaid/e8984a69-e0bb-4ef5-a8fe-2c3593cbd855,"At Plaid, our mission is to unlock financial freedom for everyone.  There has never been a better time than now to start building the future of fintech with us. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, and Betterment, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam. #LI-Hybrid

Our New Business team at Plaid combines deep product and industry knowledge and is focused on bringing Plaid to an ever-broadening set of businesses. Our thesis is that every company in financial services can benefit from better financial technology, and that many industries that don't currently consider themselves to be a fintech actually are. 

You'll be the one helping us achieve this vision. As a New Business Representative, you'll forge the path to finding new clients and prospect new customers for us to target. We are looking for extraordinary sales professionals with SaaS/tech and/or outbounding selling experience, who can demonstrate the added value of Plaid and what impact it can have on FinTech and non-FinTech alike. In this role you will be responsible for organizational mapping, prospecting individuals, driving engagement, setting opportunities for AEs, taking qualification calls, and nurturing early opportunities. The ideal candidate is customer centric, resilient, challenges the status quo, and has an interest in advancing their career in tech sales.
"
Sales Engineer - Fintech,Plaid,United States,https://jobs.lever.co/plaid/83a90e0a-d4c8-42f4-a3ac-729a0d256b42,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Sales Engineering unlocks and empowers prospects’ full potential on the Plaid Network. We bring product expertise and drive Revenue outcomes by being customer-obsessed technical advisors in the pre-sales process. You’ll work closely with our Fintech Sales team as the technical lead during the pre-sales process. You will be responsible for partnering with Account Executives, proactively pushing deals forward by overcoming technical objections and building solutions around Plaid products. You will ensure a successful transition to the post-sale stage of the customer lifecycle and partner with account teams to drive adoption of new products by existing customers. You will be expected to have significant knowledge of the Fintech ecosystem and a deep understanding of how customers can best utilize Plaid.
"
Senior Credit Risk Manager - Payments,Plaid,United States,https://jobs.lever.co/plaid/d31b1c6b-a5ec-4a1d-b245-9601457a48b2,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


Plaid Transfer makes moving money fast, simple, and secure, helping businesses deliver seamless payment experiences their customers love. Plaid Transfer simplifies money movement with a single API for all bank rails, robust operational tools and liquidity management features, and embedded risk checks to help prevent payment returns and fraud. 

On the Transfer Operations team, we ensure that money movement at Plaid is not only fast and reliable, but also financially safe and scalable. We are responsible for managing the operational and financial risks inherent in bank-based payments, particularly ACH debits where Plaid may be exposed to customer returns. 

We build and operate the frameworks that allow Plaid Transfer to grow responsibly. This includes defining and enforcing credit risk policies, monitoring customer activity and portfolio exposure, responding to risk events, and partnering closely with Product, Engineering, Compliance, and Finance to translate risk decisions into production systems. 

Our mission is to enable Transfer’s growth while protecting Plaid’s balance sheet. We work at the intersection of payments, risk, and operations, balancing speed and customer experience with prudent risk management, so Plaid can confidently support new products, customers, and business models at scale.

As a Senior Credit Risk Manager on the Transfer Operations team, you will own the portfolio-level credit risk management of Plaid Transfer, helping ensure that money movement remains fast, reliable, and financially safe as the business scales. 

You will design and operate Plaid’s Transfer credit risk underwriting program. You’ll build and evolve underwriting policies, scorecards, and playbooks for customer onboarding, periodic reviews, and exception handling, especially for complex use cases such as platforms, lenders, crypto, and customers requesting faster settlement or liquidity fronting.

You will make high-impact risk decisions every day. You’ll evaluate customer solvency, liquidity, and business-model risk, determine appropriate holds, limits, reserves, and prefunding requirements, and partner closely with Operations to manage escalations and incidents when risk signals emerge.
You will bring structure and visibility to portfolio risk. You’ll monitor aggregate exposure across the Transfer customer base, identify concentration and emerging risks, and produce clear executive reporting on exposure, reserves, and loss forecasts in partnership with Finance. You will enable teams to execute risk consistently at scale. You’ll train and support customer oversight teams, create self-serve documentation and guidance, and work with Product and Engineering to translate risk policy into tooling and automated controls.

You will be a trusted partner across the organization. You’ll collaborate with Product, Engineering, Finance, AML, Compliance, and senior leadership to balance growth, customer experience, and risk, helping Plaid confidently support new products and customers while protecting the company’s balance sheet.
"
